DAG,Half,Type,Combo,CellLength,PlantRep
3,Root,Grafted,Root_GraftedCells,32.407,3
3,Root,Grafted,Root_GraftedCells,28.137,4
3,Root,Grafted,Root_GraftedCells,20.432,5
3,Root,Grafted,Root_GraftedCells,9.094,1
3,Root,Grafted,Root_GraftedCells,29.419,2
3,Root,Grafted,Root_GraftedCells,19.958,3
3,Root,Grafted,Root_GraftedCells,29.805,4
3,Root,Grafted,Root_GraftedCells,16.715,5
3,Root,Grafted,Root_GraftedCells,15.156,1
3,Root,Grafted,Root_GraftedCells,25.654,2
3,Root,Grafted,Root_GraftedCells,24.464,3
3,Root,Grafted,Root_GraftedCells,36.461,4
3,Root,Grafted,Root_GraftedCells,27.135,5
3,Root,Nongrafted,Root_NonGraftedCells,18.733,1
3,Root,Nongrafted,Root_NonGraftedCells,26.878,1
3,Root,Nongrafted,Root_NonGraftedCells,26.641,1
3,Root,Nongrafted,Root_NonGraftedCells,25.317,1
3,Root,Nongrafted,Root_NonGraftedCells,15.955,1
3,Root,Nongrafted,Root_NonGraftedCells,43.995,1
3,Root,Nongrafted,Root_NonGraftedCells,37.511,1
3,Root,Nongrafted,Root_NonGraftedCells,29.917,1
3,Root,Nongrafted,Root_NonGraftedCells,20.746,1
3,Root,Nongrafted,Root_NonGraftedCells,18.785,1
3,Root,Nongrafted,Root_NonGraftedCells,24.977,2
3,Root,Nongrafted,Root_NonGraftedCells,24.747,2
3,Root,Nongrafted,Root_NonGraftedCells,27.639,2
3,Root,Nongrafted,Root_NonGraftedCells,48.5,2
3,Root,Nongrafted,Root_NonGraftedCells,32.905,2
3,Root,Nongrafted,Root_NonGraftedCells,43.587,2
3,Root,Nongrafted,Root_NonGraftedCells,19.442,2
3,Root,Nongrafted,Root_NonGraftedCells,46.356,2
3,Root,Nongrafted,Root_NonGraftedCells,38.034,2
3,Root,Nongrafted,Root_NonGraftedCells,34.99,2
3,Root,Nongrafted,Root_NonGraftedCells,18.679,3
3,Root,Nongrafted,Root_NonGraftedCells,35.086,3
3,Root,Nongrafted,Root_NonGraftedCells,50.884,3
3,Root,Nongrafted,Root_NonGraftedCells,30.464,3
3,Root,Nongrafted,Root_NonGraftedCells,50.853,3
3,Root,Nongrafted,Root_NonGraftedCells,57.328,3
3,Root,Nongrafted,Root_NonGraftedCells,37.299,3
3,Root,Nongrafted,Root_NonGraftedCells,27.929,3
3,Root,Nongrafted,Root_NonGraftedCells,32.407,3
3,Root,Nongrafted,Root_NonGraftedCells,28.904,3
3,Root,Nongrafted,Root_NonGraftedCells,19.41,4
3,Root,Nongrafted,Root_NonGraftedCells,27.368,4
3,Root,Nongrafted,Root_NonGraftedCells,23.042,4
3,Root,Nongrafted,Root_NonGraftedCells,26.218,4
3,Root,Nongrafted,Root_NonGraftedCells,24.937,4
3,Root,Nongrafted,Root_NonGraftedCells,20.292,4
3,Root,Nongrafted,Root_NonGraftedCells,29.642,4
3,Root,Nongrafted,Root_NonGraftedCells,28.475,4
3,Root,Nongrafted,Root_NonGraftedCells,23.941,4
3,Root,Nongrafted,Root_NonGraftedCells,33.034,4
3,Root,Nongrafted,Root_NonGraftedCells,25.41,5
3,Root,Nongrafted,Root_NonGraftedCells,55.6,5
3,Root,Nongrafted,Root_NonGraftedCells,18.188,5
3,Root,Nongrafted,Root_NonGraftedCells,14.46,5
3,Root,Nongrafted,Root_NonGraftedCells,29.44,5
3,Root,Nongrafted,Root_NonGraftedCells,27.858,5
3,Root,Nongrafted,Root_NonGraftedCells,21.636,5
3,Root,Nongrafted,Root_NonGraftedCells,21.516,5
3,Root,Nongrafted,Root_NonGraftedCells,27.773,5
3,Root,Nongrafted,Root_NonGraftedCells,35.171,5
3,Scion,Grafted,Scion_GraftedCells,27.858,1
3,Scion,Grafted,Scion_GraftedCells,39.093,1
3,Scion,Grafted,Scion_GraftedCells,24.106,1
3,Scion,Grafted,Scion_GraftedCells,54.849,1
3,Scion,Grafted,Scion_GraftedCells,39.932,1
3,Scion,Grafted,Scion_GraftedCells,37.518,1
3,Scion,Grafted,Scion_GraftedCells,47.35,1
3,Scion,Grafted,Scion_GraftedCells,35.884,1
3,Scion,Grafted,Scion_GraftedCells,44.094,1
3,Scion,Grafted,Scion_GraftedCells,33.891,1
3,Scion,Grafted,Scion_GraftedCells,27.281,2
3,Scion,Grafted,Scion_GraftedCells,33.448,2
3,Scion,Grafted,Scion_GraftedCells,33.195,2
3,Scion,Grafted,Scion_GraftedCells,29.419,2
3,Scion,Grafted,Scion_GraftedCells,40.196,2
3,Scion,Grafted,Scion_GraftedCells,36.816,2
3,Scion,Grafted,Scion_GraftedCells,45.455,2
3,Scion,Grafted,Scion_GraftedCells,46.966,2
3,Scion,Grafted,Scion_GraftedCells,39.144,2
3,Scion,Grafted,Scion_GraftedCells,27.858,2
3,Scion,Grafted,Scion_GraftedCells,25.371,3
3,Scion,Grafted,Scion_GraftedCells,49.654,3
3,Scion,Grafted,Scion_GraftedCells,26.492,3
3,Scion,Grafted,Scion_GraftedCells,38.437,3
3,Scion,Grafted,Scion_GraftedCells,22.314,3
3,Scion,Grafted,Scion_GraftedCells,49.764,3
3,Scion,Grafted,Scion_GraftedCells,53.157,3
3,Scion,Grafted,Scion_GraftedCells,45.48,3
3,Scion,Grafted,Scion_GraftedCells,49.799,3
3,Scion,Grafted,Scion_GraftedCells,40.785,3
3,Scion,Grafted,Scion_GraftedCells,13.081,4
3,Scion,Grafted,Scion_GraftedCells,19.946,4
3,Scion,Grafted,Scion_GraftedCells,43.401,4
3,Scion,Grafted,Scion_GraftedCells,40.864,4
3,Scion,Grafted,Scion_GraftedCells,81.632,4
3,Scion,Grafted,Scion_GraftedCells,60.431,4
3,Scion,Grafted,Scion_GraftedCells,50.117,4
3,Scion,Grafted,Scion_GraftedCells,37.375,4
3,Scion,Grafted,Scion_GraftedCells,46.074,4
3,Scion,Grafted,Scion_GraftedCells,36.42,4
3,Scion,Grafted,Scion_GraftedCells,31.093,5
3,Scion,Grafted,Scion_GraftedCells,25.875,5
3,Scion,Grafted,Scion_GraftedCells,51.483,5
3,Scion,Grafted,Scion_GraftedCells,49.043,5
3,Scion,Grafted,Scion_GraftedCells,24.439,5
3,Scion,Grafted,Scion_GraftedCells,30.317,5
3,Scion,Grafted,Scion_GraftedCells,42.814,5
3,Scion,Grafted,Scion_GraftedCells,41.109,5
3,Scion,Grafted,Scion_GraftedCells,36.31,5
3,Scion,Grafted,Scion_GraftedCells,41.566,5
3,Scion,Nongrafted,Scion_NonGraftedCells,34.476,1
3,Scion,Nongrafted,Scion_NonGraftedCells,18.453,1
3,Scion,Nongrafted,Scion_NonGraftedCells,34.682,1
3,Scion,Nongrafted,Scion_NonGraftedCells,27.444,1
3,Scion,Nongrafted,Scion_NonGraftedCells,27.025,1
3,Scion,Nongrafted,Scion_NonGraftedCells,20.157,1
3,Scion,Nongrafted,Scion_NonGraftedCells,26.875,1
3,Scion,Nongrafted,Scion_NonGraftedCells,37.59,1
3,Scion,Nongrafted,Scion_NonGraftedCells,21.929,1
3,Scion,Nongrafted,Scion_NonGraftedCells,20.92,1
3,Scion,Nongrafted,Scion_NonGraftedCells,26.204,2
3,Scion,Nongrafted,Scion_NonGraftedCells,21.472,2
3,Scion,Nongrafted,Scion_NonGraftedCells,28.972,2
3,Scion,Nongrafted,Scion_NonGraftedCells,36.985,2
3,Scion,Nongrafted,Scion_NonGraftedCells,21.658,2
3,Scion,Nongrafted,Scion_NonGraftedCells,25.469,2
3,Scion,Nongrafted,Scion_NonGraftedCells,18.911,2
3,Scion,Nongrafted,Scion_NonGraftedCells,20.203,2
3,Scion,Nongrafted,Scion_NonGraftedCells,25.659,2
3,Scion,Nongrafted,Scion_NonGraftedCells,17.882,2
3,Scion,Nongrafted,Scion_NonGraftedCells,23.867,3
3,Scion,Nongrafted,Scion_NonGraftedCells,23.92,3
3,Scion,Nongrafted,Scion_NonGraftedCells,15.246,3
3,Scion,Nongrafted,Scion_NonGraftedCells,12.694,3
3,Scion,Nongrafted,Scion_NonGraftedCells,29.576,3
3,Scion,Nongrafted,Scion_NonGraftedCells,25.137,3
3,Scion,Nongrafted,Scion_NonGraftedCells,22.759,3
3,Scion,Nongrafted,Scion_NonGraftedCells,27.974,3
3,Scion,Nongrafted,Scion_NonGraftedCells,38.31,3
3,Scion,Nongrafted,Scion_NonGraftedCells,15.035,3
3,Scion,Nongrafted,Scion_NonGraftedCells,19.004,4
3,Scion,Nongrafted,Scion_NonGraftedCells,19.677,4
3,Scion,Nongrafted,Scion_NonGraftedCells,20.622,4
3,Scion,Nongrafted,Scion_NonGraftedCells,15.082,4
3,Scion,Nongrafted,Scion_NonGraftedCells,19.372,4
3,Scion,Nongrafted,Scion_NonGraftedCells,26.929,4
3,Scion,Nongrafted,Scion_NonGraftedCells,27.647,4
3,Scion,Nongrafted,Scion_NonGraftedCells,18.899,4
3,Scion,Nongrafted,Scion_NonGraftedCells,13.722,4
3,Scion,Nongrafted,Scion_NonGraftedCells,18.794,4
3,Scion,Nongrafted,Scion_NonGraftedCells,18.285,5
3,Scion,Nongrafted,Scion_NonGraftedCells,21.997,5
3,Scion,Nongrafted,Scion_NonGraftedCells,14.27,5
3,Scion,Nongrafted,Scion_NonGraftedCells,22.506,5
3,Scion,Nongrafted,Scion_NonGraftedCells,18.381,5
3,Scion,Nongrafted,Scion_NonGraftedCells,26.197,5
3,Scion,Nongrafted,Scion_NonGraftedCells,28.982,5
3,Scion,Nongrafted,Scion_NonGraftedCells,24.364,5
3,Scion,Nongrafted,Scion_NonGraftedCells,24.652,5
3,Scion,Nongrafted,Scion_NonGraftedCells,21.717,5
5,Root,Grafted,Root_GraftedCells,46.136,1
5,Root,Grafted,Root_GraftedCells,44.36,2
5,Root,Grafted,Root_GraftedCells,34.731,3
5,Root,Grafted,Root_GraftedCells,36.994,4
5,Root,Grafted,Root_GraftedCells,43.525,5
5,Root,Grafted,Root_GraftedCells,32.99,1
5,Root,Grafted,Root_GraftedCells,28.716,2
5,Root,Grafted,Root_GraftedCells,28.041,3
5,Root,Grafted,Root_GraftedCells,25.021,4
5,Root,Grafted,Root_GraftedCells,30.856,5
5,Root,Grafted,Root_GraftedCells,37.747,1
5,Root,Grafted,Root_GraftedCells,46.217,2
5,Root,Grafted,Root_GraftedCells,54.179,3
5,Root,Grafted,Root_GraftedCells,36.252,4
5,Root,Grafted,Root_GraftedCells,91.11,5
5,Root,Grafted,Root_GraftedCells,56.583,1
5,Root,Grafted,Root_GraftedCells,34.543,2
5,Root,Grafted,Root_GraftedCells,40.74,3
5,Root,Grafted,Root_GraftedCells,32.623,4
5,Root,Grafted,Root_GraftedCells,31.175,5
5,Root,Grafted,Root_GraftedCells,40.298,1
5,Root,Grafted,Root_GraftedCells,48.548,2
5,Root,Grafted,Root_GraftedCells,30.884,3
5,Root,Grafted,Root_GraftedCells,43.378,4
5,Root,Grafted,Root_GraftedCells,48.207,5
5,Root,Grafted,Root_GraftedCells,42.679,1
5,Root,Grafted,Root_GraftedCells,31.594,2
5,Root,Grafted,Root_GraftedCells,21.859,3
5,Root,Grafted,Root_GraftedCells,23.541,4
5,Root,Grafted,Root_GraftedCells,32.562,5
5,Root,Grafted,Root_GraftedCells,42.934,1
5,Root,Grafted,Root_GraftedCells,54.124,2
5,Root,Grafted,Root_GraftedCells,31.411,3
5,Root,Grafted,Root_GraftedCells,35.544,4
5,Root,Grafted,Root_GraftedCells,53.778,5
5,Root,Grafted,Root_GraftedCells,33.329,1
5,Root,Grafted,Root_GraftedCells,29.179,2
5,Root,Grafted,Root_GraftedCells,22.959,3
5,Root,Grafted,Root_GraftedCells,23.068,4
5,Root,Grafted,Root_GraftedCells,23.921,5
5,Root,Grafted,Root_GraftedCells,28.681,1
5,Root,Grafted,Root_GraftedCells,68.237,2
5,Root,Grafted,Root_GraftedCells,39.839,3
5,Root,Grafted,Root_GraftedCells,39.889,4
5,Root,Grafted,Root_GraftedCells,44.974,5
5,Root,Grafted,Root_GraftedCells,31.921,1
5,Root,Grafted,Root_GraftedCells,21.541,2
5,Root,Grafted,Root_GraftedCells,19.016,3
5,Root,Grafted,Root_GraftedCells,36.231,4
5,Root,Grafted,Root_GraftedCells,21.657,5
5,Root,Nongrafted,Root_NonGraftedCells,31.51,1
5,Root,Nongrafted,Root_NonGraftedCells,27.027,1
5,Root,Nongrafted,Root_NonGraftedCells,30.575,1
5,Root,Nongrafted,Root_NonGraftedCells,33.554,1
5,Root,Nongrafted,Root_NonGraftedCells,44.562,1
5,Root,Nongrafted,Root_NonGraftedCells,40.174,1
5,Root,Nongrafted,Root_NonGraftedCells,47.474,1
5,Root,Nongrafted,Root_NonGraftedCells,41.417,1
5,Root,Nongrafted,Root_NonGraftedCells,34.467,1
5,Root,Nongrafted,Root_NonGraftedCells,29.153,1
5,Root,Nongrafted,Root_NonGraftedCells,33.404,2
5,Root,Nongrafted,Root_NonGraftedCells,42.653,2
5,Root,Nongrafted,Root_NonGraftedCells,36.749,2
5,Root,Nongrafted,Root_NonGraftedCells,40.66,2
5,Root,Nongrafted,Root_NonGraftedCells,39.495,2
5,Root,Nongrafted,Root_NonGraftedCells,40.099,2
5,Root,Nongrafted,Root_NonGraftedCells,33.043,2
5,Root,Nongrafted,Root_NonGraftedCells,47.127,2
5,Root,Nongrafted,Root_NonGraftedCells,40.024,2
5,Root,Nongrafted,Root_NonGraftedCells,34.706,2
5,Root,Nongrafted,Root_NonGraftedCells,23.963,3
5,Root,Nongrafted,Root_NonGraftedCells,44.32,3
5,Root,Nongrafted,Root_NonGraftedCells,42.358,3
5,Root,Nongrafted,Root_NonGraftedCells,24.541,3
5,Root,Nongrafted,Root_NonGraftedCells,48.144,3
5,Root,Nongrafted,Root_NonGraftedCells,53.039,3
5,Root,Nongrafted,Root_NonGraftedCells,31.878,3
5,Root,Nongrafted,Root_NonGraftedCells,37.263,3
5,Root,Nongrafted,Root_NonGraftedCells,48.365,3
5,Root,Nongrafted,Root_NonGraftedCells,50.184,3
5,Root,Nongrafted,Root_NonGraftedCells,44.04,4
5,Root,Nongrafted,Root_NonGraftedCells,20.633,4
5,Root,Nongrafted,Root_NonGraftedCells,35.076,4
5,Root,Nongrafted,Root_NonGraftedCells,20.572,4
5,Root,Nongrafted,Root_NonGraftedCells,37.638,4
5,Root,Nongrafted,Root_NonGraftedCells,35.614,4
5,Root,Nongrafted,Root_NonGraftedCells,33.707,4
5,Root,Nongrafted,Root_NonGraftedCells,31.51,4
5,Root,Nongrafted,Root_NonGraftedCells,29.933,4
5,Root,Nongrafted,Root_NonGraftedCells,38.503,4
5,Root,Nongrafted,Root_NonGraftedCells,23.567,5
5,Root,Nongrafted,Root_NonGraftedCells,35.74,5
5,Root,Nongrafted,Root_NonGraftedCells,46.997,5
5,Root,Nongrafted,Root_NonGraftedCells,36.654,5
5,Root,Nongrafted,Root_NonGraftedCells,51.582,5
5,Root,Nongrafted,Root_NonGraftedCells,35.54,5
5,Root,Nongrafted,Root_NonGraftedCells,65.677,5
5,Root,Nongrafted,Root_NonGraftedCells,54.001,5
5,Root,Nongrafted,Root_NonGraftedCells,34.674,5
5,Root,Nongrafted,Root_NonGraftedCells,43.236,5
5,Scion,Grafted,Scion_GraftedCells,35.782,1
5,Scion,Grafted,Scion_GraftedCells,23.327,1
5,Scion,Grafted,Scion_GraftedCells,35.54,1
5,Scion,Grafted,Scion_GraftedCells,32.469,1
5,Scion,Grafted,Scion_GraftedCells,47.05,1
5,Scion,Grafted,Scion_GraftedCells,66.743,1
5,Scion,Grafted,Scion_GraftedCells,44.082,1
5,Scion,Grafted,Scion_GraftedCells,113.875,1
5,Scion,Grafted,Scion_GraftedCells,53.491,1
5,Scion,Grafted,Scion_GraftedCells,87.093,1
5,Scion,Grafted,Scion_GraftedCells,27.754,2
5,Scion,Grafted,Scion_GraftedCells,28.33,2
5,Scion,Grafted,Scion_GraftedCells,25.619,2
5,Scion,Grafted,Scion_GraftedCells,43.03,2
5,Scion,Grafted,Scion_GraftedCells,60.602,2
5,Scion,Grafted,Scion_GraftedCells,97.324,2
5,Scion,Grafted,Scion_GraftedCells,69.412,2
5,Scion,Grafted,Scion_GraftedCells,35.392,2
5,Scion,Grafted,Scion_GraftedCells,44.02,2
